DriverNumber,BroadcastName,Abbreviation,DriverId,TeamName,TeamColor,TeamId,FirstName,LastName,FullName,HeadshotUrl,CountryCode,Position,ClassifiedPosition,GridPosition,Q1,Q2,Q3,Time,Status,Points,Laps
77,,BOT,bottas,Mercedes,,mercedes,Valtteri,Bottas,Valtteri Bottas,,,,,,,,,,,,
5,,VET,vettel,Ferrari,,ferrari,Sebastian,Vettel,Sebastian Vettel,,,,,,,,,,,,
44,,HAM,hamilton,Mercedes,,mercedes,Lewis,Hamilton,Lewis Hamilton,,,,,,,,,,,,
23,,ALB,albon,Red Bull,,red_bull,Alexander,Albon,Alexander Albon,,,,,,,,,,,,
55,,SAI,sainz,McLaren,,mclaren,Carlos,Sainz,Carlos Sainz,,,,,,,,,,,,
16,,LEC,leclerc,Ferrari,,ferrari,Charles,Leclerc,Charles Leclerc,,,,,,,,,,,,
10,,GAS,gasly,Toro Rosso,,toro_rosso,Pierre,Gasly,Pierre Gasly,,,,,,,,,,,,
11,,PER,perez,Racing Point,,racing_point,Sergio,Pérez,Sergio Pérez,,,,,,,,,,,,
18,,STR,stroll,Racing Point,,racing_point,Lance,Stroll,Lance Stroll,,,,,,,,,,,,
26,,KVY,kvyat,Toro Rosso,,toro_rosso,Daniil,Kvyat,Daniil Kvyat,,,,,,,,,,,,
4,,NOR,norris,McLaren,,mclaren,Lando,Norris,Lando Norris,,,,,,,,,,,,
7,,RAI,raikkonen,Alfa Romeo,,alfa,Kimi,Räikkönen,Kimi Räikkönen,,,,,,,,,,,,
8,,GRO,grosjean,Haas F1 Team,,haas,Romain,Grosjean,Romain Grosjean,,,,,,,,,,,,
99,,GIO,giovinazzi,Alfa Romeo,,alfa,Antonio,Giovinazzi,Antonio Giovinazzi,,,,,,,,,,,,
20,,MAG,kevin_magnussen,Haas F1 Team,,haas,Kevin,Magnussen,Kevin Magnussen,,,,,,,,,,,,
63,,RUS,russell,Williams,,williams,George,Russell,George Russell,,,,,,,,,,,,
88,,KUB,kubica,Williams,,williams,Robert,Kubica,Robert Kubica,,,,,,,,,,,,
33,,VER,max_verstappen,Red Bull,,red_bull,Max,Verstappen,Max Verstappen,,,,,,,,,,,,
3,,RIC,ricciardo,Renault,,renault,Daniel,Ricciardo,Daniel Ricciardo,,,,,,,,,,,,
27,,HUL,hulkenberg,Renault,,renault,Nico,Hülkenberg,Nico Hülkenberg,,,,,,,,,,,,
